Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9,y4
0.0533921249220924,0.249076990419048,-0.790000646913728,0.225684476440758,0.136023024167491,0.157762656041241,-0.648538220995896,0.0652650919242769,0.0249324356759638,1
0.0133612775366874,0.130447832530655,-0.617568973322794,0.249377696965319,0.0654878407877749,0.0876716779932248,-0.600295918402156,0.015221960330103,0.0048587711310086,2
0.173038965838118,0.420842094464624,-0.729077960120116,0.26309977952895,0.160857878256861,0.295654034432444,-0.503801064152798,0.0517430664370767,0.103930810721525,1
0.105036210294046,0.348160067635007,-0.761372717184969,0.260940116640124,0.105150880883546,0.254053256402413,-0.511852239515064,0.0234862980744402,0.049752549773141,1
0.0261162937272884,0.196015411247548,-0.593654610377167,0.0815172812924763,0.130363642749888,0.114481394104084,-0.472971318364737,0.0302814588128122,0.00494177508552139,3
0.0367964674085121,0.206749625567568,-0.662798787164895,0.239477928881147,0.0652448995781219,0.14910853165865,-0.542495652822949,0.0128421714254148,0.0170654483690082,2
0.0259857259193815,0.162430445535563,-0.655968543850134,0.202833892482713,0.0477460146833808,0.1236447456259,-0.578250630780817,0.00899508219842688,0.0160512284660149,3
0.0129495233472268,0.113724124929974,-0.648166005581349,0.336220473124828,0.0335224130350728,0.0797808267648865,-0.625734210296768,0.0057691060761207,0.00819765696495307,2
0.0473662163314346,0.242006693854789,-0.625671162033837,0.24792842224575,0.0684183862387749,0.175682790467029,-0.581953266132791,0.014369805341283,0.0189174688537484,3
0.0341968578622017,0.192175565627291,-0.718543893289872,0.247270952841934,0.0610071609712593,0.144927534353804,-0.582306280355103,0.0121723774909376,0.0191414243132597,2
0.120619618853314,0.343156093722726,-0.753419242104164,0.433168352578879,0.145536811403302,0.274148221911822,-0.585912643552102,0.044309128383592,0.0780816040963021,1
0.057750085979262,0.247627034605831,-0.495108869707999,0.215979633134617,0.172216154691433,0.212954833983878,-0.470116764877872,0.0456765906926829,0.0325896812637816,2
0.0291009119804698,0.207229237596707,-0.734237827278895,0.32023782012928,0.0839446918097473,0.117577472339762,-0.56867024790152,0.0189564250116668,0.00598417318825986,1
0.137438389055266,0.409098449229451,-0.673400813336741,0.332070760516267,0.160461423339294,0.320960433695103,-0.49393541540615,0.0571419203703237,0.0570022518847543,1
0.271296268186986,0.559991719247014,-0.637833806928654,0.192870005765966,0.395553529952731,0.373946257948868,-0.390733300309385,0.188946436993556,0.131414595206508,1
0.0256581455968707,0.173481285332971,-0.537311458688929,0.174209808563803,0.116267655486861,0.126813538275329,-0.490679760559255,0.0258924800170833,0.0118634769759095,3
0.15448419458022,0.370495686314574,-0.756651310157753,0.320374156966962,0.178435612925025,0.365369203933827,-0.503480315140087,0.0561799235690096,0.113549132432511,1
0.10133007797139,0.378718737125927,-0.552793697100934,0.350748089144972,0.231558122507615,0.263061953980741,-0.437409151981931,0.0833669096314667,0.0225979026801718,2
0.0557115365621324,0.269729327907951,-0.508927074285765,0.136576839365681,0.193529006249476,0.184905543710324,-0.45626636599996,0.0585259782456592,0.0184622122464382,2
0.0362553488307651,0.209387953861115,-0.761781292506583,0.10336760373549,0.0401546939305174,0.139863916914993,-0.713752159479192,0.00803834140308336,0.0159479954301927,1
0.0111691639204948,0.122374544920122,-0.643683072296295,0.187640539931296,0.0341880776626441,0.0770672892223797,-0.656962890378127,0.00608234284545601,0.00316129449690284,2
0.0277432479790858,0.175018554997655,-0.535779070920797,0.258276839536964,0.138964314494781,0.110776171234784,-0.487136449656376,0.0355662749491804,0.0144305630516818,3
0.0182888928394854,0.150412689065677,-0.60390808599609,0.185256024797183,0.0523344193025286,0.0906421247449184,-0.605832451385846,0.010074308482952,0.00730059482267525,3
0.0381541431857596,0.211833344234651,-0.608328045515903,0.219130657165491,0.0888193321312996,0.146471333247204,-0.54526644419447,0.0189142731405094,0.017856233619193,3
0.0539776255669373,0.261815447657632,-0.572712785596275,0.130033459298459,0.132581291167336,0.195363464906417,-0.49943992260049,0.0300504501883736,0.021449125082212,2
0.566798076031289,0.79888609555257,-0.605617886955262,0.126433928011787,0.489100800065446,0.532780642336868,-0.355059712374493,0.380959523761768,0.287032952970466,1
0.0768126632086979,0.297497051590538,-0.558702587742792,0.12867709804177,0.134725682013121,0.229804303090308,-0.500131511552112,0.0374359178230911,0.0366619741165906,3
0.0501376741397518,0.24268310442478,-0.575465839993078,0.117393530401823,0.125243660195424,0.18866405775409,-0.478998223167176,0.0290147561808358,0.0226108242890486,2
0.077272054459863,0.283579724681461,-0.56133888381703,0.126605546736315,0.113388101520701,0.248682982911827,-0.5155142978359,0.0276838536595689,0.0455531504981254,2
0.126302380522607,0.387196154383812,-0.566015608977863,0.149888757325193,0.209898984933124,0.264003606840876,-0.446309188720677,0.05953856364379,0.0556610816006841,3
0.0622102678076716,0.276804264727348,-0.499295281496085,0.354406239881756,0.228482734140267,0.185685200193366,-0.416648901551431,0.0622957643215519,0.0248090440137782,3
0.127623445546697,0.419937103289097,-0.823994275265521,0.0736181227894699,0.198668961598675,0.24318873600336,-0.578538075898267,0.0784050630786453,0.0376494573039564,1
0.0105009866651719,0.0941169566140462,-0.715138947239692,0.0663811309692298,0.0184655386490635,0.0930979625419711,-0.671063471262512,0.00274940414167327,0.00821735414134336,3
0.0452819304832432,0.215892508275658,-0.641457889074548,0.326046404499082,0.0956193184306257,0.148674469715413,-0.590886800175157,0.0320851319159742,0.0272913563077092,3
0.196372704627798,0.479383806535773,-0.475528559871896,0.144981751398813,0.474452118546154,0.332569489299092,-0.329270686497269,0.190569855082578,0.0894537481024796,3
0.046090118680764,0.253865115023251,-0.723887469352744,0.0820254888008814,0.196797238645004,0.161080123787432,-0.560390359958168,0.0901273273981615,0.0142229670836375,1
