Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9,Var2
0.0263570185298623,0.0520833685938652,0.0520833685938652,0.468778538310956,0.46455744159225,0.139131126532758,0.133778980232493,0.250422076699404,0.142460346937001,d
0.244120173204956,0.388770780669161,0.388770780669161,0.230952138395777,0.249076990419048,0.651087779601795,0.764370027444985,0.184353808149035,0.0249324356759638,b
0.0303924652058969,0.0435895323318962,0.0435895323318962,0.4638915316182,0.520132327673566,0.1633233806901,0.118805644902528,0.471631023199694,0.0803722804537593,d
0.0239744754656729,0.0382787251001087,0.0382787251001087,0.177361186509889,0.215061637824589,0.137474567015847,0.0784247812667294,0.197015278117682,0.00505165947080085,d
0.0297286532827951,0.0463340857079904,0.0463340857079904,0.411879047406626,0.46017988632724,0.163922993096794,0.130922207151342,0.394644866624728,0.0648645995927294,d
0.0300518805037584,0.0475178669080802,0.0475178669080802,0.405148859913632,0.402600499462831,0.156726063227583,0.0718524226306923,0.290081272564607,0.105527974482908,d
0.0323948297761329,0.0542171139969451,0.0542171139969451,0.65602858719383,0.717529174024784,0.170672782958806,0.179942724554751,0.565401762745407,0.186914011218432,d
0.0455085744713117,0.0770752832382859,0.0770752832382859,0.115823050812025,0.130447832530655,0.242993578710562,0.324644573309554,0.122118234717877,0.0048587711310086,b
0.0842911347381711,0.108275163769964,0.108275163769964,0.415180029518492,0.420842094464624,0.324630155109461,0.396575096602825,0.352901638335798,0.103930810721525,b
0.0382008820452546,0.065331303117207,0.065331303117207,0.458844262276029,0.542961552748822,0.191203807800237,0.236948622552992,0.446216661521875,0.0485423176300111,d
0.0317686378557909,0.0585700974386471,0.0585700974386471,0.353098550191292,0.406674590869271,0.165877401413183,0.174544989409651,0.338914032801729,0.0379336326109479,d
0.0334978341272706,0.0576610429654056,0.0576610429654056,0.323810748533929,0.348160067635007,0.172220110431739,0.170799004054201,0.266449148233346,0.049752549773141,b
0.0290987849630399,0.0470998377847625,0.0470998377847625,0.16306248523784,0.196015411247548,0.148023786488196,0.142327261817237,0.166642665476961,0.00494177508552139,c
0.0197773467685246,0.0365696300175315,0.0365696300175315,0.504208308813264,0.484239232233276,0.115574292083305,-0.00987050394003089,0.325715640103583,0.179971577637066,d
0.029499049177794,0.0483337160584846,0.0483337160584846,0.191523680352085,0.206749625567568,0.153025630737894,0.151922220665108,0.128207458287303,0.0170654483690082,b
0.0269637974186067,0.0381472377705545,0.0381472377705545,0.161330622739524,0.162430445535563,0.139983426677829,0.0818246746946127,0.0892518614198317,0.0160512284660149,c
0.0327845337821921,0.0518380027391846,0.0518380027391846,0.113845542094359,0.113724124929974,0.169080138586562,0.0884346187656068,0.0627336274573374,0.00819765696495307,b
0.0333854640845933,0.052133259162964,0.052133259162964,0.217986872780488,0.242006693854789,0.182528238064502,0.153057297181852,0.215904006530049,0.0189174688537484,c
0.0238459834610985,0.0496610012425051,0.0496610012425051,0.404604676223979,0.4515797879867,0.13191735021138,0.0599391894017624,0.363699952220239,0.0630202622033831,d
0.034207520034458,0.0565957159811084,0.0565957159811084,0.185448215285293,0.192175565627291,0.164577759120122,0.189854851325271,0.143413192176674,0.0191414243132597,b
0.0474384108376862,0.0785211519089782,0.0785211519089782,0.346584008852243,0.343156093722726,0.203046295601403,0.193405859971464,0.213426677955329,0.0780816040963021,b
0.0253432536725163,0.039563077821316,0.039563077821316,0.23999426546645,0.247627034605831,0.144796063413886,0.10124221710536,0.180713524321668,0.0325896812637816,b
0.0850510698150719,0.121179685504568,0.121179685504568,0.173209485037613,0.207229237596707,0.272781607658885,0.334510281838727,0.181351168950867,0.00598417318825986,b
0.0600574676222024,0.113308063802864,0.113308063802864,0.370937862689896,0.409098449229451,0.257413785621018,0.352486022507454,0.265987922778551,0.0570022518847543,b
0.070259848494071,0.0973182828610217,0.0973182828610217,0.522417273394151,0.559991719247014,0.246330577714638,0.244398925901415,0.430531364389742,0.131414595206508,b
0.0297994376210714,0.0493254532275184,0.0493254532275184,0.160415232692462,0.173481285332971,0.154937713392109,0.112917039247931,0.132981899502441,0.0118634769759095,c
0.0260022995235053,0.041671738608548,0.041671738608548,0.218013447059534,0.254512462012768,0.139119176136831,0.10699025864768,0.232855254563615,0.0127340214267624,d
0.0842504059822452,0.139518338261811,0.139518338261811,0.392239590293985,0.370495686314574,0.296765155516906,0.355019719848423,0.301615680567621,0.113549132432511,b
0.0308261902969577,0.0513003699601078,0.0513003699601078,0.319068204706088,0.378718737125927,0.159276917281883,0.135245845623905,0.368877226820457,0.0225979026801718,b
0.0260671428500056,0.045241825113286,0.045241825113286,0.236509109067356,0.269729327907951,0.139893693198741,0.103233454273569,0.253965631905778,0.0184622122464382,b
0.074808792682115,0.100508778013463,0.100508778013463,0.191490366922162,0.209387953861115,0.294431208723471,0.435638309304724,0.17005273091032,0.0159479954301927,b
0.0395225547646638,0.0736761233668334,0.0736761233668334,0.105459515408547,0.122374544920122,0.21353208603316,0.226988087544434,0.107502006263838,0.00316129449690284,b
